index,full_text,sentiment
239,lagu angkot awalnya kek aneh denger ni lagu tapi pas didenger berulang jadi nagih,Neutral
240,kalender yg biasanya ada di warkop terus pelanggannya mamang mamang angkot,Neutral
241,lt  dari dulu kalo naik motor paling males boncengin perempuan kecuali pasangan sendiri minta duduk lebih rapat malah dipikir macem macem mending naik angkot aja gih,Neutral
242,anakodok ikirizky txttransportasi di depan stasiun nagoya supir angkot taxol ojol pada ngetem piggir jalan juga ga ya,Neutral
243,agak kurang senang dikit sih soalnya w hari ini pulang naik angkot  sekarang lagi neduh di depan komplek ,Neutral
244,juiianko ngakak aduh aku belum req apaapa harus lagu dije angkot yah ,Negative
245,diamsayang basebdg punten teh jauh dekat rb gitu kata mamang angkot mah,Neutral
246,gesangnurh cursedkidd mas gesang rumah dimana  tenang aku bawa mobil kok  gak pake angkot ntar capek soalnya naik angkot sudah rapih dandan ternyata jadi kayak ulenan tepung gorengan,Neutral
247,having social harrasement in front of my student you two fucking bangsatt  kakiku dipegang sama  bangsat pas ngatung di angkot didepan anak anak tk aku pake seragam parahnya pas aku teriak malah ketawa berdua,Neutral
248,rgoestama rezqialbyan wlpun armadanya msh ksng krn blom ada pnmpng ttp operasional msh bs jln terus n jadi memacu warga naik angkot lah klo bekasi,Neutral
249,bjir kesemsem kayak orang gila di angkot keinget dipanggil sayang sama ama ,Neutral
250,baobaeby wkwkw asiq kaya kerja di angkot,Neutral
251,dulu ada tetangga cewek yg odgj krna ortunya ngebiarin dia jalan sendiri ternyata diperkosa sama orang walopun udah kejadian diperkosa dia ttp dibiarin pergi dan pernah bareng di angkot dia ngoceh dan blg pake sabuk rantai yg ada gemboknya biar ga diperkosa lg ,Neutral
252,gimana pulangnya ini wkwkwkw mana angkot ke rumah jam segini jarang hhhhhhh ,Neutral
253,komnas perempuan minta pemkot depok pasang stiker dilarang masturbasi di angkot ,Neutral
254,kenek angkot,Negative
255,first time ke psikiater ditemani ibu setelah sekian lama cerita psikiater selalu beliau abaikan  pulang dari dokter ibu nyeletuk hapunten ibu nya a sigana aya andil ibu sekian persenan anu nyababkeun aa jadi kieu   lalu kami cirambayan dinu angkot hahaha,Neutral
256,rgoestama cuma sayang transportasi kotanya bapuk rute angkot center ke terminal yg gak relevan lagi jadi cara terbaik ya bawa motor parkir ke stasiun terdekat padahal kalo dapet pilot yang bener enak banget ngembangin transportasi umum di bekasi,Neutral
257,angkot futuristik,Neutral
258,unforgivenken juminten sosmedkeras ojok di angkot,Neutral
259,keren banget ni angkot ,Neutral
260,angkot josue malam ini ,Neutral
261,seeouw kita bisa dugem di angkot,Neutral
262,convomfs kangeeen pas sd kelas    nih inget bgt pas sekolah di padang trs plg sekolah dijemput mama naik angkot pas plg trs jajannya beli minuman ini sama nugget tusuk goreng,Neutral
263,lama bgt ga nyambangin ni kota kesan pertama naik angkot pada ngobrol sunda nah ane cuma diem sambil liat kiri kanan nyari temen ,Neutral
264,i get amazed with the skill of mang angkot bogor yg nyerempet kepinggir trotoar nyetir trus sampe badan mobil miring mbntk sudut  thd jalan raya theres aint no fear but bodo amat,Neutral
265,wizardrymark abang katanya kita mau naik angkot bareng,Negative
266,clavertart tadi waktu pulang kampus aku naik angkot dan ddk di samping supir angkotnya,Neutral
267,kegblgnunfaedh aku pernah pulang les pas sma ytta tempat les dan rumah aku jauh bgt mana dari tempat les kalo udah lewat magrib susah dpt angkot jadi jalan kaki dulu kira jam malem lah naik bus masih pake seragam tiba bapak sebelah nujukin jam dan aku cuma senyum aja karna takut,Neutral
268,gw berdiri setengah jam angkot g ada yg lewat,Negative
269,ngejar angkot ngejar kereta huft semoga lelahku menjadi kesempatan ketemu jaehyun,Neutral
270,    gue pernah disupirin ugalugalan  jam di mobil bau stella terus lagunya beneran dj angkot sepanjang jalan  the driver had the audacity to ask katanya mau tidur kok gak jadi kata gw dalam hati ya pikir aja sama elu ,Neutral
271,nimeajeno gbisa gitu ke jkt cuma naik angkot ,Neutral
272,berangberang naik angkot ,Negative
273,avatarcs partaisocmed coba liat record anies sejak jd rektormendikbud gubernurmana ada dia sangat kanananies itu aslinya sosialis liberal tengah jp ttp akomodir yg kanan tapi cenderung kiri utk program nya kjp  angkot  rupiah jaklingko dll itu sosialis sekali fyi sosialis blm tentu kominis,Negative
274,kenapa ya yang nyetir mobil ga sabaran tetep ngeroko sambil kacanya dibuka tangan dan rokoknya di luar jendela kenapa ngga nunggu kendaraannya berenti baru ngerokok   bukan supir angkot mobilnya bagus dan mahal yang nyetir kayak supir angkot ,Neutral
275,di catcalling sama cowo dari postur sih klo ga bocah smp ya sma yg naik angkot di pintu an gitu bjiirr lgsng ngebut gamau sebelahan lagi lahhh pas dah jauh nangis  sebel banget woyylahhhh,Neutral
276,ingfokan abg angkot mana,Negative
277,teyvatgr naik angkot nyampe ini bejir,Neutral
278,syitmen hujan petir aku masih di angkot,Neutral
279,lagi di angkot  terus sopirnya play lagu hujanutopia mana beneran lagi gelap kaya mau ujan ini cauaca wk,Neutral
280,playlist berubah jadi dj angkot gacor,Neutral
281,navalliere angkot gua bau keringet lagi bayangin aja stella  keringet,Neutral
282,pernah gk si nahan nangis di angkot sedih bat bjir,Neutral
283,raakazura akuulagi di angkot duduknya kebetulan di ujung jadi ga bisa geser,Neutral
284,nctmenfess mending narik angkot aja sana bang cari duit yg banyak,Neutral
285,karawangfess angkot dari johar  warung bambu ke joharnya naik gojek dl biar cepet,Neutral
286,dah pastiii di angkot pas mw turun baruu isi k,Neutral
287,vcrnonline emang boleh se twins itu sama vlernonnim padahal udah ngira bakal kul abiez ternyata demennya dj angkot ,Negative
288,infobdg tiap nyebrang dari progresif milih buat naik angkot riung  bandung aja sampe sebrang  daripada nyebrang susah bukan motor lagi yg burber mobil ieu mah sieun,Neutral
289,navalliere kenapa kok benci banget sama stella jeruk walaupun nggak bisa mengharumkan bangsa seenggaknya bisa mengharumkan angkot gua,Neutral
290,haewoniic udah kayak abangabang angkot makan di warteg ya,Neutral
291,lagi angkot penumpangnya cuma w sm  ibu trs ke pom eh dia bilang hpnya matiin dulu padahal hpnya dia sendiri nyala waan sementara w cuma buka twitter yang gak w mainin kenapa gitu lohhh hp mu juga nyala ibuu waan kenapa gak minta abang angkotnya matiin rokok sekalian,Neutral
292,judahlion ndrewstjan yoonnala dehoutmanid betul  tampilan dalam gak tercermin dari apa yg dipakai seseorang dari luar  mereka yg suka menghakimi itu biasanya ekspektasinya  pendeta itu harus kucel hidup pas pasan mobil butut naik angkot hidup dari persembahan jemaat  pokoknya kasihan banget hidupnya  ,Neutral
293,amrazing metro mini udah ga ada koh semua udah di ganti sama tj amp  angkot jak lingko,Neutral
294,apa yg akan didapatkan jika kita naek angkot  parung  ciputat     ditemani ban serep yg cosplay jadi penumpang  bolong di bagian dalam  dongkrak  karat dan tambahan lainnya yang penuh kearifan lokal   tarifnya  ,Neutral
295,gdyuvin gue bukan kenek angkot,Neutral
296,klo pulang jam segini pasti macet dan angkot lama ,Neutral
297,bukan asli jkt and bukan bujer tp merasakan enaknya jaklingko angkot rp  yg tertib dan teratur supirnya rapi pake seragam ada cctv tinggal tap kartu selamat  bulan gw bener ga mikirin transport krna cheap bgt bolak balik kantor,Neutral
298,kegblgnunfaedh pernah eh langsung ketabrak semenjak itu kalo feeling nggk enak better naik angkot or grab dulu blm ada grab ,Neutral
299,freakyendorfin lieur bangettt mending naik angkot,Neutral
300,gmgm tinggal pindah partai bang macam pak ahok dl g cocok gerindra tak sejalan ya pindah angkot,Neutral
301,rgoestama fangeg froyonumber tifatip komsen uda ga bisa gerakkecuali gusur entah berapa rumah lagiangkot aja uda ga laku saking macetnya,Neutral
302,jadi inget ily jedag jedug angkot ,Neutral
303,br lg naik angkot di bogor ngetemnya sampe setjam buset,Neutral
304,bospurwa aniesbaswedan catat ini trayek angkot ok otrip yang bisa digunakan gratis ,Neutral
305,keknya tiap jamsegini harus dengerin playlist yg isinya dj angkot biar ga ngantuk mulu,Neutral
306,jenfaissante imlesserafim kenapa harus traktor gw mau angkot,Neutral
307,preiittyyiess keren amat jadi juragan angkot,Neutral
308,kak mw tw egk  aku baca ini pas lagi di angkot rasanya mau teriak tapi takut diusir supirnya  jadi hnya bisa senyam senyum dibalik masker,Neutral
309,preiittyyiess sejak kapan jadi angkot bjir,Neutral
310,nouccchi mayan sih hhe ada angkot tapi aku gapernah naik kendaraan umum selain gojekgocar ,Neutral
311,setuju omongan temenku sekalian aja bikin krl  mrt yg bsa hubungkan surabaya raya kek gresik surabayamojokerto sidoarjo  bagus lagi bsa ke arah malang walau malang cocok klo modernisasi angkot e  apapunlah asal transportasi umum ,Negative
312,umur hanyalah angkot,Neutral
313,kebalikan ya ga sih justru malah panjang umur aku dulu waktu sma dimimpiin mbahku aku menikah paginya aku dikasih duit buat naik angkot ga dibolehin bawa motor tapi aku ttp bawa motor duitnya buat jajan ehehehehehehe,Neutral
314,demi allah g sengaja nangis di angkot malu bgt mn gd tmn,Neutral
315,personil sat lantas melakukan penindakan terhadap angkot yg menaikkan penumpang bergantungan di angkot   divhumaspolri humaspoldasumaterautara poldasumaterautara  kapoldasumut  kapolressimalungun   kapoldasumut kapolressimalungun  divisihumaspolri  poldasumaterautara ,Neutral
316,arylfc tomy indonesiago duharushida gak heran jakarta jauh ketinggalan dari kota negara tetangga karena warganya punya low expectation thdp kotanya stadium tanpa infrastruktur dibilang menikmati angkot ditempel jaklingko dibilang sukses sampah dipinggir jalan menumpuk dibilang udh bersih warga wakanda ,Negative
317,khlekunxx bjir mirip kernet angkot ,Neutral
318,belindch dari angkot kayaknya sih iya,Neutral
319,teddykusumaw numpak amgkot  udah tahunan ga naik angkot,Neutral
320,caspln asik dengerin radio gua juga bang playlist angkot stella jeruk,Neutral
321,cookiesser kurodhii bogorfess eh iya bener lu suka naek angkot  ya dl lupa gua cmn gue gatau lu udh dibogor againn,Neutral
322,risyyu enak kaka panas disini apalagi di angkot ,Neutral
323,nyetrit tempo hari di sekitar pecenongan   kang ojek kaki lima angkot pengendara motor dan pedestrians menjadi subjek kali ini dengan latar yang beragam ,Neutral
324,moncheyi tanyakanrl bener  tetangga deket kost aku jg odgj sampe dipasangin kb juga sama keluarga nya karna memang suka diewita sama tukang angkot dll,Neutral
325, selamat sore hari ini dj sama gua josu untuk tema seperti yang udah kalian tahu playlist koplo angkot nggak harus koplokoplo banget kalian boleh request lagu dangdut lagu slowreverb sound tiktok jedagjedug intinya lagu remix ya  ,Neutral
326,basebdg naik angkot stasiundago nder naik angkotnya dari pintu selatan,Neutral
327,pernah pas smp kondisi keuangan rumah lagi bener sulit jd uang saku gue ikutan dikit duit gue tinggal ribu buat pp naik angkot ribu sisa ribu abis itu ada mba sma yg mau bayar pake uang an dijulid in sama bapak kernetnya karena kasian ya gue bayarin ternyata dia ,Neutral
328,tbtb ada angkot masuk rs ,Neutral
329,jadi inget waktu itu pernah diceritain tukang angkot kalo dia ketemu penumpang yg odgj mana bgil lagi bukannya dianterin ke dinsos dia malah dg bangganya bilang kalo ga lagi narik udah diperksa tuh lumayan odgj baru masih remaja seketika takut banget,Neutral
330,panggilanajaa hahaha  habis nyervis mobil d suruh nginep pulangnya pengen nyoba naik angkot udah luama ga naik angkot,Neutral
331,marimaraauw perempuan yg bisa ngendarain motor di jkt yg lalinnya ekstrim itu mrk top  sy ngga bisa ngendarain motor krn dulu emak ngelarang anak perempuannya ngendarain motor  kuatir dg lalin d jkt bolehnya naik angkot atw nyupir mbl jd keterusan deh sampai skrg pesan emak ever,Neutral
332,kozirama akhirnya  keur itu aku naek angkot margahayuledeng reuwas naha bet ngaliwat rshs ,Neutral
333,naek angkot jurusan mana nehh yg nyetir nya blio ,Neutral
334,klffy kalau belum siap bawa motor mending naik angkot aja ga si ngerugiin org lain bgt,Neutral
335,maaf ini juragan angkot mana ya saya mau naik membantu perekonomiannya soalnya saya dengar citacita blio menjadi kaya raya padahal duitnya sudah berlimpah ruah,Neutral
336,start naik angkot perempatan blimbing  ,Neutral
337,pindah jalur seenaknya boleh ya dah kek supir angkotbajajmikrolet nih tj transjakarta dishubjakarta dkijakarta ,Neutral
338,gendisjkt ka gendis tau gasii aku kan tadi naik angkot karena diajak temen nah tau ga si angkotnya ngebut banget angkot recing,Neutral
339,tau gitu ga usah sosoan mau ke kiara da klo kejebak hujan kek gini mending tadi turun angkot langsung nyebrang terus naik angkot pulang da ,Negative
340,angkot  udah acc circuit kali yaa,Neutral
341,xysmn moncheyi tanyakanrl anjir sopir angkot,Neutral
342,baru first time naik angkot racing,Neutral
343,tjelup foto ganjar udah ada di mobil angkot di kalsel tapi tidak dgn anies,Neutral
344,jebuelmania ya mungkin karana anak presiden coba klo dia anak supir angkot,Neutral
345,bajindul x gw naek angkot ada kecoa anj gede bgt tai,Neutral
346,basebdg dagonya mau ke mana kalau ke dipatiukur bisa naik trans metro pasundan d leuwipanjangdago dari depan terminal stasiun hall rb non tunai  kalau mau ke atas simpang dago dst ada angkot sthalldago,Neutral
347,moncheyi tanyakanrl pernah udah dibawa sama orang naik angkot untung ada tetangga liat langsung kita cari rame angkotnya alhamdulillahketemu,Neutral
348,angkot ngahalangan ih keheul bgt,Neutral
349,ketemu dreamzen di angkot rasa ku ingin ajak bicara ,Neutral
350,gue mungkin pulang dalam keadaan abis kejempet teje atau satu angkot sama copet tp pas gue sampe rumah trs rebahan sambil liat hp liat cokipop gue bs ngeflirt dan act like nothing happened that day,Neutral
351,axtrophysics tanyakanrl lagi duduk di angkot mau pulang,Negative
352,thankmaiaddict rela naik angkot tiap hari klo ini supirnya duduk dipangkuannya ongkosnya brp btw,Neutral
353,chikarizkia kumparan banyakin angkot saja atau oplet disubsidi enggak usah keren keren membebani pembayar pajak,Neutral
354,deddyirawan kontenberfaedah iya bang hotman paris pun ketar ketir mendengar opini anda lanjutkan supaya anda terlihat pintar ,Neutral
355,yg biasa bawa angkot jurusan adl ,Neutral
356, nangis  making my own concert pakai lagu angkot  capek tidur,Neutral
357,tanyakanrl fyi aja nih ditmpt ku ada cewe odgj udah x melahirkan karna diperkosa sama para supir angkot emg tolol kelebihan hormon tu pd supir angkot sama odgj aja mereka nafsu pdhl odgj nya aja maaf rmbtnya botakkotorga cantik gitu maaf bgt ini,Neutral
358,angkot itu katanya di perbaiki karena emang udh sering masuk bengkel waktu di perbaiki ternyata yang di pilih buat jadi supir hanya satu org sebelumnya supir nya berdua bapa ku dan satu om ku,Negative
359,nyangkies knp kaca angkot,Neutral
360,moncheyi tanyakanrl ga di bandung doang kak ditempatku juga shock denger tukang supir angkot ngobrol temennya mandiin odgj terus diperkosa,Neutral
361,moncheyi tanyakanrl kalo disini mamang becakangkot,Neutral
362,rl ada yang minat sposes lagu dj angkot gak di siang yang panas ini reply aja nanti sender kasih linknya lewat dm yaa,Neutral
363,ohriell pernah jatoh dari angkot pas mau turun garagara licin abis ujan dan supir angkotnya bilang awas licin pas gue udah jatoh telat banget bilangnya btw ini kejadiannya di depan perpus yang lumayan lagi ada orang dan di angkot pun banyak penumpangnya,Neutral
364,kyk amang amang angkot,Neutral
365,cnnindonesia lima tahun di jabar gw heran main ke kota bandung wh masih ada angkot angkot kecil gak ada bus trans wkwkwk,Neutral
366,bapak a backgroundnya ekonomi he really take care us much well program angkot gratis penyempurnaan kjp buat pelajar revitalisasi halte halte biar jakarta makin ok truly jakarta makin ok,Neutral
367, bulan di malang dan barusan pertama kali liat angkot disini ,Neutral
368,dari itb ada angkot yang ke jalan riau martadinata gaa bukan yang lurus ke merdeka ya,Neutral
369,ada apa dengan selera musik gw mengapa dj remix angkot ini terasa banger sekali sudah saatnya kah gw membeli kaos deus dan fans slip on checkerboard  otw memodif aeroxku menjadi spek ngabers alun alun bekasi ,Neutral
370,dreamgrily iyah bisa naik angkot atau jalan kaki juga bisa lumayan ngga jauh,Neutral
371,convomfs tapi lingkungan emang ngaruh buat anak ngomong kasar sih anakku usia thn aku ajak naik angkot dan diangkot itu ada bocah sd yg ngomong anjing sbg penutup kalimat akhirnya anakku ikutan sdh dibilangin baik sampe aku hukum tetep keluar omongan itu setelah mngg baru hilang,Neutral
372, batagor ini dulu mimin hobi banget beli sambil nunggu angkot lewat dulu harganya rp  satu mangkok sekarang berapa sih harganya,Neutral
373,txtdrimedia angkot adalah tempat adu kekuatan kaki maka dont skip leg day,Negative
374,heefairyy dikata angkot kali ,Negative
375,kegblgnunfaedh dulu gw pernah boncengan tiga sm om bungsu gw sm kakak sepupu gw yg cewe pengen ngabaso tp jauh trs kata om hayu dianter lwt jalan tikus sekalian bertiga biar ga bolakbalik tp ntar pulang naik angkot ya  jarak umur kita bertiga dkt jd ky seumuran eh disorakin cowo suuzon,Neutral
376,jd inget dulu pernah denger lagu st century girl di angkot  speakernya di dlm angkotnya kan kerasa bgt tu jedag jedug nya,Neutral
377,panass bgt panas mana ni angkot ngetem lama bgt,Neutral
378,budibongg sebagai supir angkot ckp gede tuh segitu,Negative
379,cintaku kepentok kenek angkot ,Negative
380, dok angkot ku tukuen murah  he gimana bu hehe  iya dok tukuen murah  jt ae   inside angkot apaan anj  jt  little did i know she was saying accord,Neutral
381,txtdarirzk tkuut bgt pdhl dlu sering naik angkot di depox city,Neutral
382,kenek angkot kalapa  dago,Negative
383,txtfromjogja kon numpak angkot wae ,Neutral
384,jenfaissante offa ini angkot mahal ya,Neutral
385,kenapa playlist spotify nya jadi kayak vibes mamang mamang angkot si wkwk,Neutral
386,kalau bisa dari sini ke singapur naik angkot aku naik angkot laah ksjsjskdkdlslsl mau nonton enha juga mamaaaa,Neutral
387,txtdrimedia nagita belom pernah kali yaa naik angkot jam  penumpangnya lo doang abangnya belom makan panas terik anjir  rider of apocalypse juga minder anjir sama itu angkot,Neutral
388,hahingang mentalnya masih supir angkot yg ga mau dipepet,Neutral
389,paic fetishna ngesegss sambil nonton lalu lalang angkot ciparay jeung bus jatinangor ieu mah haha,Neutral
390,txtdrimedia gausah nagita deh anakku aja sejak kecil gk pernah naik angkot  kykny didunia ini banyak kok yg gk pernah naik angkot,Neutral
391,sial banget liat supir angkot kencing kntl nya gede banget ga tegang jugaa ,Neutral
392,ppp tlg inpo kang angkot jurusan mana ini ,Neutral
393,tvonenews klu jokowi menjawab masyarakat yg nilai klu anaknya warga yg menilai sesama supir angkot dilarang mendahului,Neutral
394,mirip kenek angkot bang saya rela naik angkot tiap hari deh ,Neutral
395,narik angkot jurusan mana nih kalo boleh tahu,Neutral
396,convomf kalau aku dengar suara kecelakaanrumahku mmg di jalan raya bgt jalur angkot  jenis jalan idup la dan kalau tengah malam tetap ada yg lewat kebangun karena kaget betul keras kali suaranya bener kek kecelakaan parah dan habis itu dgr suara rame org teriak,Neutral
397,nadhilarst jaman old banget ga sihh antri sebelum bioskop buka mana perginya naik angkot masih kucil belom berani motoran ke kota ,Neutral
398,inijoejoe rincian yg biasa aku beli utk kebutuhan pokok  beras  liter k  minyak  liter k  telur kg  harga saat ini        tempe  papan   tahu  pcs   ongkos angkot pp    terima kasih ,Neutral
399,umirenjun kalo abang angkotnya macem hendery aku kayaknya bakal naik angkot terus,Neutral
400,naik angkot di bogor ,Neutral
401,qoungeun hey kenapa duduk di angkot  tapi ayok sini deketan ,Neutral
402,nonnamarkleeee aku rela naik angkot terus bayar lebih juga gpp asal abangnya yg begini,Neutral
403,umirenjun abang angkot premium,Negative
404,luthfihakima woy woy kek naik angkot aja,Neutral
405,thepiscesy ni ak baca di angkot sambil senyum senyum kya org gila,Neutral
406,ilyssmark tiap hari ngabisin duit juga gue rela naek angkot mamang ini,Negative
407,pacargojow makin diliat liat kaya amang angkot deh  ak rela naik angkot everyday asal mamang nya deri ,Neutral
408,zkdlinhoney anjr pernah juga lagi  sampe naik angkot asal karena udah takut poll sama orgil nya,Neutral
409,wkwkwk kek sopir angkot tapi gak apaa tetep cakep,Negative
410,maap bgt tapi kamu kek abang angkot,Neutral
411,ini yang biasa pegang angkot merah jurusan terminal benowo  jmp,Negative
412,sehatsehat pak supir angkot jkt yg platnya  vd soalnya ongkos gue jd rb hrusnya rb,Neutral
413,buset nungguin angkot sejam lebih penuh kek,Neutral
414,i lop abang kenek angkot,Negative
415,rgoestama main ke bekasi kota perbatasan jaktim bang wkwk jalan macet poll jalan kecil bgt angkot liar masih banyak gda transportasi umum selain angkot sama ojek,Neutral
416,tiba pengen naik angkot,Neutral
417,bhabinkamtibmas kelcibaduyut wetan aipda hari cristian melaksanakan giat sambang door to door system serta himbauan kamtibmas kepada kantor dishub terminal angkot cibaduyut karang setra jln cibaduyut raya blok tvri iii rt kelurahan cibaduyut wetan ,Negative
418,sungchanmmm weh angkot apaan tuh bagus amat,Neutral
419,kmrn beneran hype bgt sampe rumah jam  mana gbsa naik tj gegara saldo pasan akhirnya naik angkot lg untuk kesekian lamanya ga naik angkot dengan hati dagdigdug rada takutt pdhl diangkot ada beberapa orang tp tetep aja wkwkwk,Neutral
420,gumoh aku di angkot ini hampir  jam ,Neutral
421,pppiee wkwkwkwkwkwkkwkw ketabrak angkot anying ,Neutral
422,minggu kemarin ketemu perempuan asal mandalawangi masih semangat toefl buat lanjut snya hari ini ketemu sopir angkot yang cerita bisa sekolahin anaknya sampe s such a blessed day,Neutral
423,txtdrimedia lgan nagita punya alphard ngapain naek angkot di angkot apa itu seatbelt,Neutral
424,gw waktu salah naik angkot,Neutral
425,orang kaya pas naik angkot di bilang sederhana lah giliran gw yg naik angkot malah di bilang miskin   heran gw sama manusia,Neutral
426,teu sia can pernah kan kajebak badai di angkot kajebak banjir nepika cai asup ka angkot angkot muter balik gegara macet banjir nerjang banjir di lodaya dll  euweuh tenang tenang na,Neutral
427,txtdarisukabumi kemaren lewat degung traffic lightnya mati lalu lintas jadi kacau hayang paburuburu belum lagi angkot ngetem di pas belokan ,Neutral
428,sudah ada iklannya di angkot ,Neutral
429,ya allah tolong bgt adain angkot yang lewat ,Neutral
430,paic galey ku angkot nu kieu mah,Neutral
431,arisbece rgoestama  kawasan macet bg di bulan bulan  angkot ngetem tambah truk ke babelan wah ruwet kayak sebelum tahun  lewat proyek sama aja lewat aqua kejauhan,Neutral
432,infobdg innalillahi ruas jl provinsi sepanjang itu jpo cuma hiji caket metro margahayu  jpo na di tambah atuh pengalaman waktu kantor di by pass turun angkot di depan abc mau nyebrang lama banget nunggunya pada ngebut rame,Neutral
433,ngomyangeuy okezonenews kegblgnunfaedh dibalik bocil yang berani ada bocil yang takut dimarahin mak bapak   ril karna kakak gw jg dulu berani nagih hpnya yg dicopet di angkot pas masih smp karna itu,Neutral
434,nyangkies emanh bolej se angkot itu,Negative
435,bejir hai ganteng bersender di kaca angkot ,Neutral
436,lightlessmoon ga perlu ada larangan ubah angkot ke mikro trans yang lebih baik depok cuma sebelah ibu kota aja kelakuan isinya kaya di hutan,Neutral
437,lightlessmoon udah seharusnya angkot angkot depok yng bobrok itu di ubah jadi mikro trans,Neutral
438,lightlessmoon peraturan udh dijelasin di ruu pks aja udh di jelasin kok ga perlu bikin spandur atau stiker besar bahwa jangan cli sembarangn ya kalau konsep kaya gitu masih ada yang mau naek angkot depok orang udh mikir ga bakalan mau naek angkot lagi,Neutral
439,irwanyah depan stasiun depok paling bau pesing sopir angkot ngetem sklian kencing disitu ,Negative
440,txtdaribandung aku pernah ditelantarin sopir angkot di kopo krn udah berjam kejebak macet dan banjir akhirnya mang sopirna pundung bade uih wae penumpang diturunin di tengah banjir ,Neutral
441,kreatoramatir catuaries dari padalarang tinggal naik krd ke stasiun kecil kmrn saya krn stay di gunung batu jadi naik angkot bentar ke stasiun cimindi lalu naik commuter line smp padalarang  menit sampe biaya cimindipadalarang  ribu,Neutral
442,almystar txtfrombrand taunya sistem angkot sih,Neutral
443,w pernah nemu supir angkot ngentot di angkot dan di moh toha juga ,Neutral
444,lovehistorica aku mau deketan sama kakak kayak duduk di angkot gt ,Neutral
445,underated cuy nie lagu zaman gue smp rame banget sampe abang angkot juga muter one last time versi remix nya dan gue hapal karena setiap sore ada di breakout ,Neutral
446,tapi alhamdulilahnya ga semua supir angkot jaklingko ramah ya   tadi pagi jam  naik jaklingko  dari sekolah smpn  ke pasar bkt rorotan ix   setiap aturannya wajib berenti di bustop tapi tadi beberapa org yg naik berenti ga di bustop,Negative
447,coraliabali tobingjo hwaaa udah beda ini vibesnya mamak ngejar angkot ,Neutral
448,shansakya ngapain naik angkot sini gua gendong depan,Neutral
449,njir ini gua naek angkot duduk di sebelah supir nya mana ngebut banget lagi  pas banget lagi dengerin break the brake berasa lagi pacu jantung bareng rossi ,Neutral
450,u rela bolos sekolah demi nonton w rela bolos sekolah demi narik angkot kita ga sama bro,Neutral
451,txtdrimedia besok angkot ini ada tulisan pernah di naikin nagita slavina istri nya raffi ahmad di kaca belakang mobil,Neutral
452,txtdrimedia meskipun itu angkot seatbelt harusnya tetap ada,Neutral
453,txtdrimedia kalo angkot nya alphard sih pasti ada seatbelt nya mba ,Neutral
454,txtdrimedia oiya angkot itukan yg duduknya sampingan gtu yaah berseberangan sm penumpang lain kaya lagi nongkrong,Neutral
455,txtdrimedia gada seat belt di angkot mah yang ada shibal dari supir angkot,Neutral
456,mau foto angkot nya pls,Neutral
457,txtdrimedia fix mba gigi belom pernah naik angkot yg gandul di pintu berarti kalo angkot lg penuh boro seatbelt kekuatan tangan dan kaki yg di uji,Neutral
458,pepsck nocontextwindah rek spill lagu mau kumasukin playlist angkot cibaduyut,Neutral
459,txtdrimedia lah emang dia gk pernah naik angkot dari kecil yak ,Neutral
460,kompascom ya ampun mana mau kalangan menengah naik angkot kecil gitu gak bakal pindah ke angkutan masal kelas menengah,Neutral
461,vcrnonline minat sposes dj angkot boleh infokan,Neutral
462,txtdrimedia nagita kl mau turun angkot teriak kiri gak ya,Neutral
463,txtdrimedia abis ini beli alphard trus di cat kuningbiru kasih stiker cikinigondangdia nah udah tuh jadi angkot biasa tapi ada seatbeltnya,Neutral
464,txtdrimedia pertanda  besok seluruh angkot dsan dibeli ma dia di modif ada seat belt and bayarnya pakai gopay  goangkot  eh bener nggk sih,Negative
465,txtdrimedia dia bayar angkot berapa ya,Neutral
466,amarranthus gua nangis di angkot loh mba,Neutral
467,txtdrimedia nagita bingung juga ga ya nyari uang recehpas utk bayar angkot  uangnya pasti merah semua sih ,Neutral
468,txtdrimedia nagita kalau naik angkot kayak gini ,Neutral
469,txtdrimedia dari sinilah awal mulanya nanti semua angkot di jkt dipasangin seatbelt sama mamak cipung wkwk,Neutral
470,sahabatplnjkt ga perlu bayar angkot buat ke kantor pln gaes soalnya semua bisa di pln mobile,Neutral
471,benci banget naek angkot,Negative
472,cuma istighfar smbl banting pintu angkot trs pindah ke angkot yg belakang sbnrnya ku gak harus selalu duduk di depan sih cuma posisinya jalan yg akan ku lewatin itu lewat perumahan yg banyak polisi tidurnya kebayang kan kalo duduk di belakang tuh ngegajluk gitu,Neutral
473,txttransportasi tapi sebenarnya ini menggantikan angkot eksisting yg udah ada ga sih min kan ada s yg warna merah yg udah lama melayani rute itu,Neutral
474,dulu inget bgt ku duduk di angkot depan karena ngerasa ya itu kursi prioritas trs ada ibu lansia yg minta aku turun untuk pindah ke belakang kan aku duluan ya naik dia bisa naik qngkot yg belakangan atau duduk di kursi blkg tp gak mau,Neutral
475,stones shamsiali redandw gue ngakak sih kalau ada yg bela bandung ga perlu transportasi umum  karena angkot udah cukup,Neutral
476,sumpah ini angkot tuntungan  anjg emg  mcm dia yg punya jalan ,Neutral
477,iniborisssferd partaisocmed saya spill satu saja dulu saya concern banget sama transportasi umum kak dari  capres yg berhasil kelola itu cuma pak anies kasian saya lihat supir angkot sepi dan dibiarkan tanpa solusi di daerah pelosok apa lagi harus punya kendaraan pribadi atau bayar mahal untuk ke kota,Negative
